City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Kimberley,ZA,2020-01-04 20:07:21,-28.74,24.76,69.8,60,64,19.46
278,Moron,HT,2020-01-04 20:07:21,18.56,-74.26,80.19,69,7,3.38
279,Khani,GE,2020-01-04 20:07:21,41.96,42.96,35.6,70,56,5.82
280,Sisimiut,GL,2020-01-04 20:07:22,66.94,-53.67,7.54,88,100,4.9
281,Tabou,CI,2020-01-04 20:07:22,4.42,-7.36,73.47,62,0,3.13
282,Boffa,GN,2020-01-04 20:07:22,10.18,-14.04,76.73,56,46,5.46
283,Samagaltay,RU,2020-01-04 20:07:22,50.6,95.0,-11.02,94,93,1.77
284,Revelstoke,CA,2020-01-04 20:07:23,50.99,-118.19,35.6,70,90,4.7
285,Bambanglipuro,ID,2020-01-04 20:07:23,-7.95,110.28,73.65,93,63,4.18
286,Gawler,AU,2020-01-04 20:07:23,-34.6,138.75,55.99,87,90,8.05
287,Kahama,TZ,2020-01-04 20:07:23,-3.83,32.6,66.31,88,76,2.37
288,Sivas,TR,2020-01-04 20:07:24,39.75,37.01,24.8,92,75,6.93
289,Santa Cruz Del Sur,CU,2020-01-04 20:07:24,20.71,-78.0,79.79,75,0,7.18
290,Fougamou,GA,2020-01-04 20:07:24,-1.22,10.59,75.31,96,68,2.82
291,Yulara,AU,2020-01-04 20:07:24,-25.24,130.99,62.6,100,90,6.93
292,San Isidro,CR,2020-01-04 20:07:24,10.02,-84.06,82.4,47,20,16.11
293,Powassan,CA,2020-01-04 20:07:25,46.08,-79.36,28.99,85,90,6.93
294,Lar,IR,2020-01-04 20:07:25,27.66,54.32,60.8,72,75,3.98
295,Siirt,TR,2020-01-04 20:07:25,37.93,41.94,37.74,84,96,0.76
296,Nishihara,JP,2020-01-04 20:07:25,35.74,139.53,41.0,65,20,17.22
297,Smithers,CA,2020-01-04 20:07:26,54.78,-127.17,21.2,92,75,8.05
298,Hlobyne,UA,2020-01-04 20:07:26,49.39,33.25,34.27,98,100,5.46
299,Bilibino,RU,2020-01-04 20:07:26,68.06,166.44,-4.83,48,0,1.52
300,Rio Gallegos,AR,2020-01-04 20:07:26,-51.62,-69.22,62.6,52,40,20.8
301,Saint-Ambroise,CA,2020-01-04 20:07:27,48.56,-71.32,24.8,79,90,9.17
302,Khakhea,BW,2020-01-04 20:07:27,-24.69,23.5,85.24,30,5,9.37
303,Kenai,US,2020-01-04 20:07:27,60.55,-151.26,-0.99,75,1,8.7
304,Ziarat,PK,2020-01-04 20:07:27,30.38,67.73,33.3,97,97,4.81
305,Mahebourg,MU,2020-01-04 20:05:31,-20.41,57.7,79.0,94,40,6.85
306,Kyren,RU,2020-01-04 20:07:28,51.68,102.13,4.5,74,18,1.81
307,Aklavik,CA,2020-01-04 20:07:28,68.22,-135.01,-22.0,74,40,6.93
308,Koygorodok,RU,2020-01-04 20:07:28,60.44,51.01,29.03,96,100,7.23
309,Saurimo,AO,2020-01-04 20:07:29,-9.66,20.4,66.15,97,100,2.08
310,Acapulco,MX,2020-01-04 20:07:29,16.86,-99.88,86.0,66,40,4.7
311,Bathsheba,BB,2020-01-04 20:07:29,13.22,-59.52,82.4,65,40,16.11
312,Fallon,US,2020-01-04 20:07:29,46.84,-105.12,42.01,60,1,11.41
313,Evensk,RU,2020-01-04 20:06:23,61.92,159.24,8.55,50,66,8.12
314,Puerto Del Rosario,ES,2020-01-04 20:07:30,28.5,-13.86,64.4,68,20,10.29
315,Arraial Do Cabo,BR,2020-01-04 20:07:30,-22.97,-42.02,77.0,94,75,4.7
316,Paamiut,GL,2020-01-04 20:07:30,61.99,-49.67,26.4,72,100,12.12
317,San Juan,AR,2020-01-04 20:06:37,-31.54,-68.53,99.48,16,0,8.52
318,Hyeres,FR,2020-01-04 20:07:31,43.12,6.14,50.0,81,0,2.24
319,Samarai,PG,2020-01-04 20:07:31,-10.62,150.67,79.09,81,26,1.25
320,Sorland,NO,2020-01-04 20:07:31,67.67,12.69,33.22,60,95,19.6
321,Sur,OM,2020-01-04 20:07:31,22.57,59.53,69.73,68,0,11.83
322,Richards Bay,ZA,2020-01-04 20:04:31,-28.77,32.06,79.07,78,95,25.43
323,Cedar City,US,2020-01-04 20:07:12,37.68,-113.06,46.99,48,1,12.75
324,Dauriya,RU,2020-01-04 20:07:32,49.93,116.85,3.51,82,21,1.34
325,Kizukuri,JP,2020-01-04 20:07:32,40.81,140.39,28.99,58,94,7.0
326,Talaya,RU,2020-01-04 20:07:33,55.79,84.89,24.8,85,40,20.13
327,Dhidhdhoo,MV,2020-01-04 20:07:33,6.88,73.1,81.3,81,0,12.3
328,Imeni Poliny Osipenko,RU,2020-01-04 20:07:33,52.42,136.49,-18.35,97,32,4.0
329,Mankera,NG,2020-01-04 20:07:33,13.01,5.07,65.21,22,0,11.77
330,Conde,BR,2020-01-04 20:05:52,-11.81,-37.61,80.78,80,100,17.56
331,Chunskiy,RU,2020-01-04 20:07:34,56.08,99.63,19.35,96,83,4.76
332,Ballarpur,IN,2020-01-04 20:07:34,19.85,79.35,61.77,75,0,6.6
333,Aksu,KZ,2020-01-04 20:07:35,52.04,76.93,26.6,86,90,8.95
334,La Paz,MX,2020-01-04 20:07:35,24.15,-110.32,73.0,53,20,17.22
335,Yar-Sale,RU,2020-01-04 20:07:35,66.83,70.83,28.74,95,100,15.77
336,Alyangula,AU,2020-01-04 20:07:35,-13.85,136.42,77.0,94,99,2.06
337,Vuktyl,RU,2020-01-04 20:07:36,63.86,57.31,27.63,86,68,11.88
338,Bani Walid,LY,2020-01-04 20:07:36,31.76,14.0,47.03,52,0,8.28
339,Chara,GR,2020-01-04 20:07:36,39.42,22.43,44.01,64,100,5.82
340,Brae,GB,2020-01-04 20:07:36,60.4,-1.35,42.8,93,100,25.28
341,Benito Juarez,CU,2020-01-04 20:07:37,22.29,-79.63,87.8,48,40,6.93
342,Hamilton,CA,2020-01-04 20:07:37,43.26,-79.87,37.99,80,90,6.93
343,Ayan,IR,2020-01-04 20:07:37,38.23,44.7,15.1,83,95,8.1
344,Antalaha,MG,2020-01-04 20:07:37,-14.9,50.28,79.0,84,100,3.0
345,Muros,ES,2020-01-04 20:07:37,42.77,-9.06,52.0,100,0,4.7
346,Poum,MK,2020-01-04 20:03:56,41.28,20.71,33.8,74,100,4.7
347,Vila Velha,BR,2020-01-04 20:07:38,-3.71,-38.6,86.0,58,20,12.75
348,Bozoum,CF,2020-01-04 20:07:38,6.31,16.38,66.94,27,58,4.61
349,Namibe,AO,2020-01-04 20:07:38,-15.19,12.15,75.63,89,99,10.27
350,Vardo,US,2020-01-04 20:07:38,39.62,-77.74,57.2,71,90,12.75
351,Tayoltita,MX,2020-01-04 20:07:39,24.11,-105.93,76.53,22,0,0.78
352,Dinhata,IN,2020-01-04 20:07:39,26.13,89.46,59.5,79,41,4.45
353,Horsham,AU,2020-01-04 20:07:39,-36.71,142.2,54.12,65,100,12.41
354,Longyearbyen,NO,2020-01-04 20:05:31,78.22,15.63,3.2,71,40,10.29
355,Tongren,CN,2020-01-04 20:07:40,27.72,109.18,41.56,90,89,2.24
356,Mayo,CA,2020-01-04 20:07:40,63.59,-135.9,-9.4,69,90,2.24
357,Gbarnga,LR,2020-01-04 20:07:40,7.0,-9.47,72.1,32,0,0.69
358,Makakilo City,US,2020-01-04 20:04:25,21.35,-158.09,75.2,88,90,23.04
359,Houma,CN,2020-01-04 20:07:41,35.63,111.36,32.38,99,100,2.71
360,Teya,MX,2020-01-04 20:07:41,21.05,-89.07,78.8,61,75,8.05
361,Selizharovo,RU,2020-01-04 20:07:41,56.86,33.45,29.59,88,84,10.22
362,Upata,VE,2020-01-04 20:07:42,8.02,-62.41,81.36,60,87,2.66
363,Verkhoyansk,RU,2020-01-04 20:07:42,67.55,133.39,-30.14,90,0,2.17
364,Gazli,UZ,2020-01-04 20:07:42,40.13,63.45,32.7,57,1,8.03
365,Stanghelle,NO,2020-01-04 20:07:42,60.55,5.74,37.0,90,75,5.82
366,Kuching,MY,2020-01-04 20:07:43,1.56,110.34,77.0,100,75,3.36
367,San Quintin,PH,2020-01-04 20:07:43,17.54,120.52,68.83,79,65,4.88
368,Kamenka,MD,2020-01-04 20:07:43,48.03,28.7,35.01,89,94,9.42
369,Delijan,IR,2020-01-04 20:07:43,33.99,50.69,35.4,88,75,1.45
370,Lisakovsk,KZ,2020-01-04 20:07:44,52.55,62.49,14.72,91,50,14.23
371,Sanguem,IN,2020-01-04 20:07:44,15.23,74.14,71.6,68,0,5.82
372,Inuvik,CA,2020-01-04 20:07:44,68.36,-133.71,-22.0,67,40,4.7
373,Isaka,CD,2020-01-04 20:07:45,-2.81,17.72,75.22,61,100,1.61
374,Viedma,AR,2020-01-04 20:07:45,-40.81,-62.99,65.8,59,2,17.74
375,Anloga,GH,2020-01-04 20:07:45,5.79,0.9,80.6,47,73,4.7
376,Gboko,NG,2020-01-04 20:07:45,7.32,9.0,73.99,24,5,7.05
377,Siguiri,GN,2020-01-04 20:07:46,11.42,-9.17,68.23,11,51,5.75
378,Solnechnyy,RU,2020-01-04 20:07:46,50.72,136.64,-10.28,82,0,2.1
379,Ponta Do Sol,BR,2020-01-04 20:04:07,-20.63,-46.0,72.32,89,100,2.01
380,Alihe,CN,2020-01-04 20:07:46,50.57,123.73,-1.8,91,2,4.63
381,Bilma,NE,2020-01-04 20:07:47,18.69,12.92,49.51,34,0,3.24
382,Qaqortoq,GL,2020-01-04 20:07:47,60.72,-46.03,26.6,86,75,4.56
383,Nalut,LY,2020-01-04 20:07:47,31.86,10.98,47.68,38,0,5.03
384,Hay River,CA,2020-01-04 20:07:47,60.82,-115.79,8.6,92,90,8.05
385,Marzuq,YE,2020-01-04 20:07:47,14.4,46.47,59.86,82,0,5.14
386,Fayaoue,NC,2020-01-04 20:07:48,-20.65,166.53,76.93,78,0,17.74
387,Bosaso,SO,2020-01-04 20:05:37,11.28,49.18,76.82,81,4,16.89
388,Sambava,MG,2020-01-04 20:07:48,-14.27,50.17,73.27,98,100,1.79
389,Krasnyy Chikoy,RU,2020-01-04 20:07:48,50.36,108.75,4.78,86,100,0.87
390,Sao Filipe,CV,2020-01-04 20:03:40,14.9,-24.5,70.59,77,39,10.83
391,Lahij,YE,2020-01-04 20:07:49,13.06,44.88,75.83,73,75,7.87
392,Alsfeld,DE,2020-01-04 20:07:49,50.75,9.27,44.01,93,75,6.93
393,Rocky Mount,US,2020-01-04 20:07:49,35.94,-77.8,64.99,82,90,16.11
394,Provideniya,RU,2020-01-04 20:03:30,64.42,-173.23,-12.82,78,60,10.63
395,Warrnambool,AU,2020-01-04 20:07:50,-38.38,142.48,55.0,82,100,15.28
396,Sorong,ID,2020-01-04 20:07:50,-0.86,131.25,72.54,97,100,1.63
397,Ko Samui,TH,2020-01-04 20:07:50,9.54,99.94,80.58,75,49,10.85
398,Parga,ES,2020-01-04 20:07:50,43.39,-8.21,50.0,93,0,2.24
399,Tilichiki,RU,2020-01-04 20:07:51,60.47,166.1,-0.94,69,98,5.68
400,Iacu,BR,2020-01-04 20:07:51,-12.77,-40.21,73.53,88,100,3.76
401,Pinega,RU,2020-01-04 20:07:51,64.7,43.39,25.61,95,100,6.38
402,Havelock,US,2020-01-04 20:07:51,34.88,-76.9,78.8,82,90,16.11
403,Hobyo,SO,2020-01-04 20:06:05,5.35,48.53,77.72,81,0,14.45
404,Baoning,CN,2020-01-04 20:07:52,25.34,110.03,48.2,93,90,2.24
405,Touros,BR,2020-01-04 20:07:52,-5.2,-35.46,84.2,62,40,17.22
406,Masvingo,ZW,2020-01-04 20:07:52,-20.08,30.83,72.41,52,0,8.32
407,Cap Malheureux,MU,2020-01-04 20:07:53,-19.98,57.61,79.0,94,40,12.03
408,Jumla,NP,2020-01-04 20:07:53,29.28,82.18,17.22,85,53,4.68
409,Malindi,KE,2020-01-04 20:07:53,-3.22,40.12,82.4,78,40,3.91
410,Kalmunai,LK,2020-01-04 20:07:53,7.42,81.82,81.66,75,6,8.43
411,Port Lincoln,AU,2020-01-04 20:07:53,-34.72,135.86,58.98,78,100,17.2
412,Petauke,ZM,2020-01-04 20:07:54,-14.25,31.33,68.04,94,100,2.42
413,Monrovia,LR,2020-01-04 20:07:54,6.33,-10.8,75.2,83,20,7.07
414,Tocopilla,CL,2020-01-04 20:07:54,-22.09,-70.2,68.58,31,0,12.62
415,Linjiang,CN,2020-01-04 20:07:54,41.81,126.91,4.93,97,59,2.21
416,Latnaya,RU,2020-01-04 20:07:55,51.66,38.9,33.8,86,90,8.95
417,Tokur,RU,2020-01-04 20:07:55,53.13,132.9,-25.17,95,16,1.81
418,Chiman,PK,2020-01-04 20:07:55,32.55,73.81,50.0,81,20,5.39
419,Tual,ID,2020-01-04 20:07:55,-5.67,132.75,82.65,79,100,18.99
420,Chicama,PE,2020-01-04 20:07:56,-7.84,-79.15,73.4,78,20,10.29
421,Aracruz,BR,2020-01-04 20:07:56,-19.82,-40.27,84.2,79,75,5.82
422,Mitha Tiwana,PK,2020-01-04 20:07:56,32.24,72.11,51.21,51,36,9.55
423,Tuatapere,NZ,2020-01-04 20:07:56,-46.13,167.69,51.01,88,100,5.99
424,Clarence Town,AU,2020-01-04 20:07:56,-32.59,151.78,73.4,56,90,14.99
425,Kieta,PG,2020-01-04 20:07:57,-6.22,155.63,82.63,72,7,3.83
426,Teahupoo,PF,2020-01-04 20:07:57,-17.83,-149.27,86.0,66,40,3.36
427,Linqiong,CN,2020-01-04 20:07:57,30.42,103.46,51.01,93,40,2.24
428,Sao Joao Dos Patos,BR,2020-01-04 20:07:57,-6.5,-43.7,72.07,95,100,3.8
429,Nampula,MZ,2020-01-04 20:07:57,-15.12,39.26,73.4,94,75,6.93
430,Banda Aceh,ID,2020-01-04 20:07:58,5.56,95.32,71.83,87,0,5.14
431,Verkhnevilyuysk,RU,2020-01-04 20:07:58,63.45,120.31,-20.79,98,94,2.68
432,Oudtshoorn,ZA,2020-01-04 20:07:58,-33.59,22.2,68.0,94,0,2.24
433,Yamada,JP,2020-01-04 20:07:59,36.58,137.08,39.2,91,75,13.87
434,Yuncheng,CN,2020-01-04 20:07:59,35.03,111.0,33.85,97,100,3.4
435,Nadvoitsy,RU,2020-01-04 20:07:59,63.89,34.27,25.11,97,100,4.61
436,Eureka,US,2020-01-04 20:05:13,40.8,-124.16,55.0,87,1,4.7
437,Salym,RU,2020-01-04 20:07:59,60.06,71.48,24.73,91,100,11.18
438,Panaba,MX,2020-01-04 20:08:00,21.28,-88.27,74.03,75,100,14.47
439,Noumea,NC,2020-01-04 20:03:51,-22.28,166.46,77.0,68,7,3.36
440,Pisco,PE,2020-01-04 20:03:36,-13.71,-76.2,75.0,30,89,14.99
441,Iralaya,HN,2020-01-04 20:08:00,15.0,-83.23,82.35,66,0,5.61
442,Valentin Gomez Farias,MX,2020-01-04 20:08:01,24.05,-104.7,55.99,25,5,3.36
443,Killarney,AU,2020-01-04 20:08:01,-28.34,152.3,66.0,52,0,1.01
444,Toora-Khem,RU,2020-01-04 20:08:01,52.47,96.11,-3.24,95,84,1.34
445,Agadez,NE,2020-01-04 20:08:01,16.97,7.99,56.75,26,0,15.19
446,Iqaluit,CA,2020-01-04 20:08:01,63.75,-68.52,-14.8,68,75,38.03
447,Ambulu,ID,2020-01-04 20:08:02,-8.35,113.61,82.72,80,82,19.17
448,Port Hardy,CA,2020-01-04 20:08:02,50.7,-127.42,39.2,93,90,3.36
449,Borzya,RU,2020-01-04 20:08:02,50.39,116.53,1.74,83,12,1.63
450,Cartagena,ES,2020-01-04 20:05:39,37.63,-1.0,51.01,100,1,6.93
451,Mersing,MY,2020-01-04 20:08:02,2.43,103.84,79.63,82,94,18.3
452,Xichang,CN,2020-01-04 20:08:03,27.88,102.25,35.98,96,98,9.26
453,Darlowo,PL,2020-01-04 20:08:03,54.42,16.41,39.7,62,33,26.42
454,Jipijapa,EC,2020-01-04 20:08:03,-1.35,-80.58,84.2,66,20,10.29
455,Fukue,JP,2020-01-04 20:08:03,35.03,136.69,44.6,70,20,27.51
456,Ampanihy,MG,2020-01-04 20:08:03,-24.69,44.75,74.35,75,0,13.22
457,Marsabit,KE,2020-01-04 20:08:04,2.34,37.99,77.49,57,69,13.8
458,Oktyabrskiy,RU,2020-01-04 20:08:04,55.61,37.97,34.0,79,75,8.95
459,Atar,MR,2020-01-04 20:08:04,20.52,-13.05,59.94,20,0,12.28
460,Wamba,CD,2020-01-04 20:08:04,2.14,27.99,69.91,91,88,3.31
461,Marigot,HT,2020-01-04 20:08:04,18.23,-72.32,86.0,58,20,11.41
462,Ust-Kuyga,RU,2020-01-04 20:08:05,70.0,135.55,-25.8,99,53,5.23
463,Hambantota,LK,2020-01-04 20:06:04,6.12,81.12,79.03,84,7,16.51
464,Bocana De Paiwas,NI,2020-01-04 20:08:05,12.79,-85.12,82.65,75,8,8.12
465,Abbeville,FR,2020-01-04 20:08:05,50.11,1.83,44.01,81,90,6.93
466,Ouesso,CG,2020-01-04 20:08:05,1.61,16.05,75.16,31,74,2.13
467,Kidal,ML,2020-01-04 20:08:06,18.44,1.41,55.78,27,0,11.21
468,Anadyr,RU,2020-01-04 20:08:06,64.73,177.51,-31.0,66,0,11.18
469,Kondinskoye,RU,2020-01-04 20:08:06,59.65,67.41,28.26,91,100,11.07
470,Kanigoro,ID,2020-01-04 20:08:06,-8.13,112.22,73.11,90,97,2.13
471,Gigmoto,PH,2020-01-04 20:08:07,13.78,124.39,78.94,78,59,26.93
472,Raudeberg,NO,2020-01-04 20:08:07,61.99,5.14,37.99,69,98,3.36
473,Opuwo,NA,2020-01-04 20:04:10,-18.06,13.84,66.52,76,55,9.71
474,Todos Santos,MX,2020-01-04 20:08:07,23.45,-110.23,79.0,57,5,13.87
475,Villarrica,CL,2020-01-04 20:08:07,-39.28,-72.23,78.01,43,0,16.11
476,Pacifica,US,2020-01-04 20:08:08,37.61,-122.49,61.0,87,75,9.17
477,Wharton,GB,2020-01-04 20:08:08,53.2,-2.51,45.0,87,90,5.82
478,Hirado,JP,2020-01-04 20:08:08,33.32,129.49,50.0,53,0,9.17
479,Oda,JP,2020-01-04 20:08:08,35.19,132.5,37.74,83,100,3.85
480,Kumba,CM,2020-01-04 20:08:09,4.64,9.44,78.53,75,72,0.96
481,Barcelos,BR,2020-01-04 20:08:09,-0.97,-62.93,89.89,51,82,2.1
482,Bonavista,CA,2020-01-04 20:08:09,48.65,-53.11,29.03,85,68,9.4
483,Tempio Pausania,IT,2020-01-04 20:08:09,40.9,9.1,46.99,87,48,2.24
484,Kandara,IN,2020-01-04 20:08:09,25.72,73.28,52.43,61,9,2.64
485,Dwarka,IN,2020-01-04 20:05:26,28.58,77.04,62.01,76,20,2.95
486,Puerto Carreno,CO,2020-01-04 20:08:10,6.19,-67.49,93.2,44,20,5.82
487,Taltal,CL,2020-01-04 20:08:10,-25.41,-70.49,64.49,71,0,5.93
488,Oranjemund,ZA,2020-01-04 20:08:10,-28.55,16.43,60.48,97,12,6.31
489,Esperance,AU,2020-01-04 20:08:11,-33.86,121.89,55.4,71,0,10.29
490,Morant Bay,JM,2020-01-04 20:04:43,17.88,-76.41,87.8,70,20,16.11
491,Walvis Bay,NA,2020-01-04 20:08:11,-22.95,14.51,62.01,87,20,10.29
492,Churhat,IN,2020-01-04 20:08:11,24.43,81.67,54.32,81,43,3.53
493,Muswellbrook,AU,2020-01-04 20:08:11,-32.27,150.89,75.0,46,0,4.0
494,Kawalu,ID,2020-01-04 20:08:12,-7.38,108.21,70.34,88,45,2.75
495,Faanui,PF,2020-01-04 20:08:12,-16.48,-151.75,81.45,77,100,12.1
496,Roberval,CA,2020-01-04 20:07:22,48.51,-72.22,24.01,79,90,5.82
497,Sidi Bin Nur,TN,2020-01-04 20:08:12,35.53,10.92,54.0,76,20,9.17
498,Inta,RU,2020-01-04 20:08:12,66.04,60.13,26.19,83,43,24.43
499,Vila Franca Do Campo,PT,2020-01-04 20:03:43,37.72,-25.43,62.6,88,20,10.29
500,Caserta,IT,2020-01-04 20:08:13,41.08,14.33,52.0,81,75,3.36
501,Ribeira Brava,PT,2020-01-04 20:08:13,32.65,-17.07,64.4,68,40,6.93
502,Bafq,IR,2020-01-04 20:08:13,31.6,55.4,55.24,68,100,11.21
503,Wilmington,US,2020-01-04 20:08:04,39.75,-75.55,55.0,100,90,7.65
504,Jam Sahib,PK,2020-01-04 20:08:14,26.3,68.63,57.2,76,0,7.05
505,Mulege,MX,2020-01-04 20:08:14,26.88,-111.98,67.48,43,0,13.89
506,Urengoy,RU,2020-01-04 20:08:14,65.96,78.37,15.49,93,100,18.77
507,Shirpur,IN,2020-01-04 20:08:14,21.35,74.88,63.0,57,0,9.71
508,Ouegoa,NC,2020-01-04 20:08:15,-20.34,164.44,75.06,70,0,5.95
509,Constantine,DZ,2020-01-04 20:06:35,36.36,6.61,42.8,93,75,4.7
510,Severo-Yeniseyskiy,RU,2020-01-04 20:08:15,60.37,93.04,10.8,87,100,14.76
511,Vanimo,PG,2020-01-04 20:06:39,-2.67,141.3,82.44,81,100,14.07
512,Tricase,IT,2020-01-04 20:08:16,39.93,18.36,46.0,93,40,4.7
513,Naumburg,DE,2020-01-04 20:08:16,51.15,11.81,39.0,86,22,20.8
514,Tigil,RU,2020-01-04 20:08:16,57.8,158.67,18.91,67,79,11.83
515,Dubna,RU,2020-01-04 20:08:16,56.76,37.14,32.02,86,95,9.73
516,Torva,EE,2020-01-04 20:08:17,58.0,25.93,35.01,86,66,12.75
517,Nantucket,US,2020-01-04 20:08:17,41.28,-70.1,46.4,93,90,5.82
518,Traverse City,US,2020-01-04 20:08:17,44.76,-85.62,32.0,79,90,11.41
519,Uri,IN,2020-01-04 20:08:17,34.09,74.03,23.79,82,0,6.87
520,Ipixuna,BR,2020-01-04 20:08:18,-1.76,-48.8,82.4,78,75,10.29
521,Ahipara,NZ,2020-01-04 20:08:18,-35.17,173.16,66.99,94,100,13.89
522,Zhezkazgan,KZ,2020-01-04 20:08:18,47.8,67.71,22.35,96,94,8.63
523,Minas,UY,2020-01-04 20:08:18,-34.38,-55.24,80.6,54,40,13.87
524,Smidovich,RU,2020-01-04 20:08:19,48.6,133.81,-9.29,89,0,4.36
525,Gornyye Klyuchi,RU,2020-01-04 20:08:19,45.25,133.5,-2.04,96,18,3.69
526,Dingle,PH,2020-01-04 20:08:19,11.0,122.67,71.56,94,4,10.02
527,Seoul,KR,2020-01-04 20:05:51,37.57,126.98,30.2,92,1,1.12
528,Dubbo,AU,2020-01-04 20:08:19,-32.25,148.6,80.6,28,0,2.24
529,Lake Charles,US,2020-01-04 20:08:20,30.23,-93.22,66.2,34,5,9.17
530,Amahai,ID,2020-01-04 20:08:20,-3.31,129.0,81.5,79,100,7.72
531,Maragogi,BR,2020-01-04 20:08:20,-9.01,-35.22,80.29,76,100,14.43
532,Coahuayana,MX,2020-01-04 20:08:20,18.62,-100.35,90.01,25,0,3.42
533,Susangerd,IR,2020-01-04 20:08:20,31.56,48.19,59.0,72,0,4.7
534,Bundaberg,AU,2020-01-04 20:08:21,-24.87,152.35,71.01,82,75,6.93
535,Pochutla,MX,2020-01-04 20:08:21,15.74,-96.47,88.0,79,40,6.93
536,Imeni Vorovskogo,RU,2020-01-04 20:08:21,55.72,38.34,34.0,84,75,8.95
537,Mount Darwin,ZW,2020-01-04 20:08:21,-16.77,31.58,68.05,94,81,5.14
538,Babaeski,TR,2020-01-04 20:08:22,41.43,27.09,37.58,55,51,2.37
539,Weligama,LK,2020-01-04 20:08:22,5.97,80.42,74.08,90,22,7.4
540,Tarko-Sale,RU,2020-01-04 20:08:22,64.92,77.78,17.01,89,100,22.12
541,Svetlaya,RU,2020-01-04 20:08:22,46.54,138.33,11.73,57,0,11.45
542,Tombouctou,ML,2020-01-04 20:08:22,16.77,-3.01,62.13,18,0,11.27
543,Tembisa,ZA,2020-01-04 20:08:23,-26.02,28.2,72.0,89,28,4.23
544,Faya,SA,2020-01-04 20:08:23,18.39,42.45,60.8,87,20,5.82
545,Oussouye,SN,2020-01-04 20:08:23,12.49,-16.54,80.6,50,0,2.24
546,Portree,GB,2020-01-04 20:08:23,57.41,-6.19,48.99,95,100,14.0
547,Champerico,MX,2020-01-04 20:08:23,16.38,-93.6,73.4,56,75,23.04
548,Biak,ID,2020-01-04 20:04:14,-0.91,122.88,81.61,79,100,13.47
549,Uttiramerur,IN,2020-01-04 20:08:24,12.62,79.76,82.4,83,40,5.82
550,Kavaratti,IN,2020-01-04 20:08:24,10.57,72.64,80.37,69,66,8.88
551,Harper,US,2020-01-04 20:08:24,30.3,-99.24,71.01,20,1,6.93
552,Puerto Escondido,MX,2020-01-04 20:05:14,15.86,-97.07,83.86,53,88,4.7
553,Concordia,AR,2020-01-04 20:08:25,-31.4,-58.02,82.4,51,75,6.93
554,Juneau,US,2020-01-04 20:08:25,58.3,-134.42,30.2,74,90,6.93
555,Silver City,US,2020-01-04 20:08:25,32.77,-108.28,54.0,27,1,6.93
